id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
24144,100,1,2018-05-28,GO TO THE ONE ON CHARLOTTE PIKE!!!!   This place is disgusting they never clean the lobby. ALWAYS food on floors and tables. Food is dry and chicken is COLD! Hopefully it's cooked ! I bought a small bag of chips for 90 cents. It came with 4 CHIPS!? SMH this location is TRASH!!,0,1,0,0
24145,107,1,2018-09-13,This is the third time I've left and didn't receive my large fries or chicken nuggets. I'm out close to $20 because these people can't read an order. I'm calling my bank and claiming fraud because I did not get what I paid for. Ridiculous the fast food places around here never get the order right unless you're lucky.,0,1,0,0
24146,107,1,2017-12-14,ZERO stars!! Long strands of hair in the egg mcmuffin! Completely disgusted! This is what I get for taking the easy way out and not meal prepping. I'll be gagging all through my morning meeting and with a disgusted face. Just got to keep it together while I see my patients.... Mickey D's please use a hair net properly!!! Thanksssss,0,1,0,0
24147,99,5,2016-07-14,"Always friendly, which is not confined to this store.  We love the chicken.  I tried the wrap today.  Really good taste.",1,0,0,0
24148,95,5,2017-01-27,"I came here for the Veteran's Day special. I have never sat down inside when I come here. I received the chicken sandwich special and it always hits the spot. The staff has always been quick and friendly. This location has plenty of seating for a group. During the spring, summer and fall this complex has a lot of nice outdoor seating to enjoy the outdoors and the weather.",1,0,0,0
24149,103,4,2018-07-03,"Ordered a pizza steak today.
The roll was fresh and there was plenty of steak.
This is a great little pizza shop.",1,0,0,0
24150,97,3,2017-06-16,"Recently found out that there was a Potbelly's in Carmel when I passed it on the way to Market District one day and was excited as I really like the one downtown. The way the ordering process is, can be a bit confusing because when you first walk in the cashier is right there which if you've never been before, you'd think you'd have to pay first then get your sandwich at the other end of the counter but that's not the case. When you walk in, go all the way to the back where the refrigerated drinks are and that is where you'll place your order. 

I got the Mediterranean sandwich with chicken. I thought it was just okay. There wasn't much flavor as the location downtown so I was a bit disappointed. The bread was my favorite part as it is toasty on the outside but nice and soft on the inside. Overall, I'll probably just stick with the location downtown as I wasn't too impressed with Carmel's.",1,0,0,0
24151,94,2,2018-04-01,We arrived at tbell w high expectations and anticipation to only have those expectations crushed 6-7 minutes into our experience. To be fair we did order $17.54 of nutrients at 8:24 in the morning but even with those unprescidented circumstances facing the employees we thought they could pull thru for us...we were wrong. As we got our food and began to graze we found a hair in one of the quesadillas and also a severe lacking of sour cream. Somewhat dank still so 2 stars,0,1,0,0
24152,109,1,2016-08-02,"Worst experience I've had at a subway. I walked in, and stood for several minutes waiting for the girl behind the counter or the girl getting herself a drink at the station to notice I was here. I needed a tissue, and when I went to ask for one, she turned her back pretending to ignore me. As if this wasn't warning enough, when my husband ordered his sandwich, he was given a blank stare, before they mumbled out their questions and excuses. They claimed their manager wasn't around, but i could barely understand. Once I was finally able to get an order in, they mumbled their questions of what toppings I would like. When I asked for Swiss, they said they didn't have it, and instead of telling me what they did have, reached for a cheese and tossed it on! I still have no idea what cheese it is. Finally, I got my veggies, and apparently they didn't hear me ask for mayo, because I got home to eat it, only to find there was no such condiment. When I asked for a glass of water, I was told that they didn't give out free water. What? No small cups that I can even get a sip from? Nothing? 
All in all, go to any other subway. They likely will have people that understand what it means to work and make a basic sandwich, something this location sorely lacks.",0,1,0,0
24153,95,4,2017-02-16,"This location has never once gotten my order wrong. Food is always cooked perfectly. The staff are very friendly and quick to serve you, even when there are a lot of people. I would say though that the best time to go here is between 12 pm and 4 pm. There may be a lot of people, but the food is the absolute best quality at this time in my experience.",1,0,0,0
24154,99,1,2016-12-17,"Probably poorest use of a mobile app here. Feature of the One app should allow you to get credit for purchase towards future ""treats"".  I have been here three times and the employees have failed to credit my purchase each time. Big fail. No offer to correct problem. Seems like the don't read their posters.",0,1,0,0
24155,103,1,2017-12-13,I have been ordering from this establishment for over 5 years. I've never had a complaint until today I was treated like an animal instead of a customer. The lady who answered the phone was very rude. I will NEVER order from here again. She needs to learn customer service going back and fourth with me when I did nothing to her but placed an order wasn't cool at all!,0,1,0,0
24156,97,3,2016-07-24,"i had wanted to try the roast beef but they used process beef, thoroughly cooked through and in a perfect oval shape.  So passed on that.  we tried an italian and the meat was very good and not overly spiced.  But they had no oil and vinegar, just oil.  That really surprised me as italian's are traditionaly served with a drizzle of oil and vinegar.  
The bread was ok but we prefer a thicker french bread this was slightly underbaked about the thickness of a ciabatta without the light chewiness.  The tomatoes were sliced as thin as the meat.  they were almost translucent.  even with extra tomato we could not taste it in the sandwhich.  It was better than subway but not as good as firehouse or sub 16 (our favorite).
in fact after splitting an italian at potbelly we went and split one at sub 16 and could tell with the first bite it was a much better sandwhich.",1,0,0,0
24157,99,5,2017-07-14,This place is never not busy....BUT when it's that good you don't mind waiting! The building is clean and the people are always nice. #whocooksonfridays,1,0,0,0
24158,96,1,2018-04-14,Went there last night to get my fix of ice cream.  I decided to go inside. Well let's put it this way.. I will NEVER GO THERE AGAIN!  3 people working??? They all STOOD around and just looked at me and ignored me through the kitchen window. 15 min later the so-called employee asked to see what I wanted. Took my little order and then the guy puts up my mix up on the shelf and no one came to hand it to me. I had to go behind the counter and retrieve it.. what a JOKE of a Dairy queen!  Where's the So called MANAGER!  ITS THE MOST WORTHLESS PLACE IN TOWN!  DON'T EVER GO THERE! My business will be with the DQ off of hwy 100..,0,1,0,0
24159,97,1,2018-09-23,My family and I love Potbelly and go there quite frequently. We went out of our way to come to this Potbelly and they said they weren't open until 1:00pm on their door. That is unacceptable that it was not on a website and there better be a good explanation for this. I was late to my daughter's soccer game and missed her goal because I had to go to Jimmy John's instead because of the poor service. Another lost customer.,1,0,0,0
24160,95,5,2017-08-28,"I am a Believer!

Everything just tasted more fresh than Wendy's and even the Applebees and 99's of the world. We went here twice in 2 days! Their chicken sandwiches are affordably priced and much better tasting than any of their peers. Seriously for the same cost you would pay at Burger King or McDonalds, you could come here and have way better tasting foods and eat a ton healthier. Their frosted lemonades are out of this world. Tastes more like ice cream than lemonade (think creamsicle). Their Lemon Water (lemonade) was very good. The only thing I didn't like was no free refills but that is a small sacrifice to pay for great food and service. Oh yeah, their waffle fries were amazing...",1,0,0,0
24161,107,1,2018-07-07,Literally the worst McDonald's I've every been to. Placed my order and paid. Go to the second window to get my food and the lady says she doesn't even have my order. Tells me to pull off to the side where I proceed to wait 30 minutes for my food. Ridiculous,0,1,0,0
24162,94,2,2016-06-11,"This must be the most popular taco Bell in the world! Seriously! I've never seen lines this long at any Taco Bell before! Everyone is really nice there, but the wait time is long!",1,0,0,0
24163,97,3,2016-07-13,"Potbelly is a chain sandwich shop, and the nearest location (until now) is on Monument Circle. For their ""oven warming"" (soft opening), proceeds went to the Carmel Clay Public Library, which gave them brownie points in my book. I was unable to attend that time but went on the 4th of July weekend.

I didn't think the layout of the shop was very logical and I was unsure where to place my order (hint: walk toward the menu board in the back and order there). Then you pay at the end, instead of paying up front and then picking up your sandwich. Though we were the only ones in line, we were asked to clarify our menu orders at least twice. How do they keep orders straight during busy lunch hours?

I ordered a Mediterranean sandwich with chicken. It was good, but I didn't find it to be crazy delicious - standard sandwich in my book. The bread reminded me of Which Wich. My loyalties will remain with Jimmy John's around the corner.",1,0,0,0
24164,100,5,2016-09-29,"I love me some Chipotle! I stopped by this location on my way home from running some errands. I had my summer of savings card ready to use (I earned a free burrito) and when I went to check out, the manager comped my whole meal! He said he apologized for making me wait. I maybe waited at the register for all of 30 seconds and was not bothered by it all. I thought it was so sweet of him to take care of me that way. The whole staff was super friendly and just made me walk out of there with a smile on my face!",1,0,0,0
24165,98,1,2017-10-25,First time ordering Uber Eats and Jersey Mike's.  JM's forgot to put my sandwich in the bag.  I called them and was very calm about the situation.  The lady I spoke to assured me that the sandwich was made...then she found it in front of her on the counter.  She did apologize and offered that I send another Uber and pay another fee to come pick up the stale and room temperature sandwich they had waiting for me.  No thanks.  Jersey Mike's - first and last!  I will ensure to spread the word of mouth disgust as well.,1,0,0,0
24166,99,5,2018-05-07,"I don't eat at Chick-fil-A very often but after I come to eat here I think to myself, ""Why don't I eat here again?"" This is a fantastic location in which they are extremely efficient, friendly, and deliver fresh food. I went through the drive through in which both lines were back all the way out. I got through that line in no time. The woman who greeted me was extremely pleasant. I ordered the 8count grilled nuggets as I am trying to eat a little healthier when choosing fast food. Again when I got up to the line to pay everybody I came into contact with was extremely friendly and this process was quick. 

My food was really fresh and delicious. The grilled nuggets were the right amount of tenderness and were seasoned to perfection. They were the perfect size and were warm enough to eat right then and there. When I was finished eating I was completely satisfied, not too full, and overall I felt good. I love these grilled nuggets and will begin going to Chick-fil-A more.",1,0,0,0
24167,99,1,2018-12-29,"Very busy Chick-fil-A, dirty bathrooms (a turn off for me) and dining area was busy and dirty, did not enjoy the food at this location ..... It was not hot enough and felt like the food was out of the oven longer than expected.... Did not enjoy my dining experience at this location",0,1,0,0
24168,103,1,2018-11-28,"I ordered a cheesesteak, fries and a soda from here today.  The total for the order was $20 (not kidding)  I was sorely disappointed, both in the quality of the food and the lackluster service and response to my issue.
I ordered the cheesesteak with mustard, ketchup, pickles, hot peers, fried onions.  It had nearly no hot peppers and it was missing the pickles and the mustard.  The size of the sandwich was very small,  certainly not what I expected for the price.

I called to let the shop know that my sandwich was missing pickles and mustard, and the woman who answered the phone said ""well I can credit you 25 cents, but pickles are free.""  Really?   I just paid $20 for a mediocre cheesesteak and your got the order wrong.  

Needless to say, I will not order from them again, and I am sure they really won't care, because they don't like to deliver to our location anyway.  I will find a steak place that cares about its clientele.",0,1,0,0
24169,95,4,2019-01-05,"I frequent this location even though the Chick-fil-a in Burlington is closer.  The workers here are very friendly and the food is made as requested.  I come after shopping at Costco or the other stores in the shopping center. 
Keep up the good work.",1,0,0,0
24170,96,2,2018-09-11,"Slowest place ever for a fast food chain! . Expect a long wait time in both the drive thru and inside dining. Also, the employees can be very rude. A handful of times ive seen employees just sitting out in the lobby or hanging out.  Just be prepared to spend 25+ mins.",0,1,0,0
24171,94,5,2018-02-14,"This place gets 5 stars simply for their friendliness.  It is such breath of fresh air to hear people simply be courteous as they are taking your order, taking your payment and telling you to have a nice day as you get your food.  Kudos to this franchise owner for training the employees to simply be courteous.  Oh, and the food's not bad either.",1,0,0,0
24172,97,1,2018-12-21,"I waited 2 days for them to get it right before I wrote my review. Here it goes: I stopped by Tuesday after work for a chicken and cheddar NO mayo, NO lettuce, NO pickle, everything else. The girl preparing my sandwich asked me at least 3 times what I didn't want; I repeated it. I pay and leave. I get home, open my sandwich and lettuce is waving at me. I'm pissed cause I'm hungry, drove out of my way to this particular Potbelly's, told the girl what I didn't want at least 3 times, yet I'm looking at what I asked not to have on my sandwich. I called and spoke with Nick who apologized and told me to stop by and they will make my sandwich right and give me a cookie on the house. I told Nick I'm not sure when I'll be back that way, but I'm gonna freeze the sandwich and bring it with me. Today I stop in with my sandwich only to be told they don't have any grilled chicken and I can't get my money back because the purchase was a few days ago. The lady seemed skeptical about my issue until I pulled out my receipt (she saw the 2 day old sandwich in my hand), then offered me a free sandwich coupon to use when I come back in. Thanks, but I will NOT be back. Maybe I'll use it as a stocking stuffer.",0,1,0,0
24173,97,3,2017-10-09,"Wanted something different on our way to grocery shopping so we stopped at Potbelly. The things we liked. They have Coke and Pepsi and our sandwiches were good. Now to what was not so great. The ordering process and line needs to be redesigned. Do something like Which Wich and have something for the customer to fill out and send down the line with what you want. Or have one person take the order, one put on the stuff before the oven and mark it like Blaze with a number, so you don't have to figure out what is yours when it rolls out. The brand of chips was not great, really wanted Lays bbq and Doritos. Did not like the live music. They didn't sound bad, but the place is too small and acoustics are bad. We can mark this off our list and go to Which Wich it's in our grocery parking anyway.",1,0,0,0
24174,107,1,2018-12-03,"Early this morning I was harassed by a custodian working for McDonald's. I requested a refund, and I told management that I would never return.",0,1,0,0
24175,105,5,2018-07-05,We had a large group of 14 and made it through the ordering line quickly and without error. Food came out super quick and the service was very friendly. About as good an experience that you can have at a McDonalds,1,0,0,0
24176,97,3,2017-11-16,I like Potbelly... well I want to like Potbelly but it just seems a little hectic behind the counter.  I placed an order but had to repeat my order to everyone on the line including the cashier.  That's odd to me.  I think the employees should be relaying that information to each other.  It was pretty slow service and the line backed up a bit.  This is my second time at this location and both times I have not been super impressed.,0,1,0,0
24177,106,5,2017-02-22,"Five Guys still has one of the best burgers out there, regardless of price.  And I still consider their crispy, hand cut fries as the benchmark. Meals get pricey when you add it all up, but I firmly believe the price is justified. Quantities are huge and quality and freshness is tops. Service is friendly and quick even during the rush, and unlike most fast food joints these guys actually seem to enjoy their job. The dining area gets a bit messy during rushes, but there is plenty of seating and they have an outdoor patio.  When I'm craving a burger and fries, I always think of Five Guys first.",1,0,0,0
24178,95,4,2017-11-18,"Quick Service! When I arrived I saw a huge line and was immediately discouraged but then the line moved super speed! The employees are hard working, friendly, well dressed and proactive. 

They sell the normal menu options, good for drive thru, dine in, or even outdoor seating! Big fan of this location. 

4 stars bc my food quality grilled chicken bites were a bit sloppy. Didn't taste as good as I've had them from other locations. I'd stay away from that option, fried is much better.

Their superfoods combo is great tasting, a little too salty on the nuts TBH but manageable. 

Enjoy!",1,0,0,0
24179,95,5,2017-03-14,Like always exceptional and fast service! This location also has the 30 count nugget! Thats my favorite item to get! Clean location and a play spot for kids!,1,0,0,0
24180,100,2,2019-01-19,"This location is one of the worst I've ever been and I've been to countless.  It's always filthy inside, the staff is slow and can't ever get an order right, the burritos don't get wrapped right 50% of the time and they don't cook items fresh anymore, they pull the chicken from a bin that was cooked earlier.  What a joke, I'm going to the one in Green hills, much better",0,1,0,0
24181,98,5,2016-11-08,"You guys officially get my 5 stars now!! I have went back twice since my last review once during rush hour lunch and another when it was empty and subs still fresh yummy and good,clean and the workers have been very pleasant and nice. Definitely recommend especially with the location. You get a great view",1,0,0,0
24182,100,1,2019-02-13,"We ordered lunch online, once we got everything back to the office I realized the order was completely wrong. Called the restaurant and spoke to the manager who stated I'd have to either come back to get correct order or go to website to request refund. After attempting to use website for refund (the ""prove you're not a bot"" question was conveniently not working), I called back to speak to manager. I told her it wasn't a big issue, just don't want to pay for my order. She said she was working the register and was too busy to deal with it. Said she'd call me right back. That was 2 weeks ago...",0,1,0,0
24183,100,1,2018-11-18,"Usually love chipotle but this visit was not good. The whole restaurant was a mess. The bathroom was filthy, we had to wipe off our own table and the drink station was in total disarray. So disappointed!!",0,1,0,0
24184,100,1,2019-01-03,"The worst Chipotle I've ever been to.  We had a bad experience the first time, and decided to give it one more try tonight because it's so close to our house.  Never going back.  Having worked in the hospitality industry, I always try to be extra pleasant to anyone serving me because I understand how mean the general public can be, but the employees here clearly hate their jobs, which makes for an awkward experience at the food line. Not to mention they are always out of something that is going to take them ""15 minutes"" to have more of.  If you love Chipotle the way my boyfriend and I do, avoid this location because I promise you will be very disappointed.",0,1,0,0
24185,95,5,2018-01-06,"Although I gave up meat, I still go to Chick fil a for their waffle fries and side salads. Yum! I honestly really like this location and my visit tonight was as pleasant as the last. 

When I arrived I had to use the restroom, which was very clean with paper products fully stocked. They even have mouthwash for the folks who don't want to walk around with fried chicken breath all day, who knew?! 

After my bathroom trip, I waited in the short line to be serviced. The cashier was super polite and went over my order, asked if I needed any sauce, the usual chick fil a pleasantries. 

My order came out pretty quickly and was fresh and delicious as always!",1,0,0,0
24186,97,5,2017-08-06,"I love potbelly's and I was super pumped when I found out there was one down here. I came in 40 minutes before close on a Saturday night and I was created by Cam, smiling and kind and he seemed like he was genuinely happy we were there. He is seriously one of the friendliest people I've come across in the service industry in a while and I really appreciate it. Excellent subs and even better customer service!",1,0,0,0
24187,99,3,2017-10-07,"This Chick-fil-A has one of the better indoor playgrounds, as well as lots of tables around said playground for parents to sit and watch their children.

The service was a little lacking when I visited, which is a bit of a letdown because I love Chick-fil-A for its consistently fast and friendly service. This visit was just off, but I'll give it another try soon.",1,0,0,0
24188,104,2,2019-03-12,"Got 2 stars barely. Ate tonight at 4:15pm. They have 14 tables. Everyone dirty. Floor dirty. Vacuum plugged into wall doing nothing. 2 counter people. Very quiet. Out of  14 tables I occupy one and 2 other tables occupied. No business so why someone does not clean I don't understand. This place does not meet the standards advertised,nor what I see at what I call real Chick-fil-A.
Sadly poor. So tempted for a 1 Star. On the way out the door, the garbage was so full we could not even stuff our garbage in. We could only balance it on the garbage can.",0,1,0,0
24189,100,1,2019-04-25,Awful  service.  They always run out of lettuce. Poor management.  Always a long wait. Bad customer service.,0,1,0,0
24190,98,5,2018-12-08,"The best Jersey Mike's location.. I mean Jersey Mike's is amazing in general, but this location beats them all. Always fresh, always friendly.",1,0,0,0
24191,109,1,2016-08-02,"Terrible. After waiting 5 minutes with no one else in the place, they tell me they don't know how to make a buffalo chicken sand which. Furthermore, no manager I the store to talk to. The two ladies in this store have no idea what they are doing, mumbled their questions for my toppings, and couldn't make eye contact when asking said questions. Then became utter dear in the headlights when I got agitated. Again, go anywhere else.",0,1,0,0
24192,96,1,2019-02-20,"Ordered a couple ice creams and I waited in line for over 30 minutes just to get to the window and see a sign that said ""no bills over $10"" ARE YOU SERIOUS?!?!? The fat guy at the window was EXTREMELY RUDE as I said the smallest bill I have is a $50 and he just said eh and shrugged his shoulders as he slammed the door in my face. WASTE OF TIME",0,1,0,0
24193,100,1,2019-02-09,It's appalling how terrible the service has become here. There will be 5 workers behind the counter and not a single person looks up to greet us or ask for our order. The service used to be so wonderful under the old manager. A lot has changed in the last few months... I miss the old Chipotle. We will no longer visit this location.,0,1,0,0
24194,99,5,2017-12-04,"Oh Chick-Fil-A...how I love thee. We all know what we're getting into here food-wise (hot, delicious, crispy (or grilled!) chicken, salty waffle fries, yummy dipping sauces... I could go on..). However, what really made me a fan of Chick-fil-A is their extremely helpful staff! I never used to come inside the restaurant before being a SAHM, but now to avoid the long drive thru lines, it's easier (and more fun for the kiddo) to go inside. They are so helpful! From helping you with your tray to your seat, wiping off your table again if you need it, grabbing straws or whatever you need, and even refilling your drinks- they make it so much easier to eat out with a kid. Their kids meal even includes a handy plastic mat that sticks to the table so your baby doesn't have to eat off of the table! Their play zone looks very clean and will definitely keep the kids occupied so you can take a breath - or eat- whichever you prefer! Their staff is always friendly and polite and makes you feel welcome as well!",1,0,0,0
24195,100,1,2018-12-09,"Came in on a Sunday 12/9/18 and there were three workers just standing there. There were no customers at the time and they obviously saw us walking up but no even a ""hi"" or greeting. They literally just stood there and stared at us from behind the counter. Whatever, these are kids who obviously cannot manage themselves. But get this, there was sign stating there was no steak or chicken available! No wonder why there was no one in the store. Ughhhh when something like this happens, the first thing you do is tell the customer. They neither greeted nor let us know about the chicken/steak.",0,1,0,0
24196,100,1,2019-02-27,The staff have no personality. Very dry. When I visited tonight 2/26/2019 they barely spoke. A little personality goes a long way. The dining era was nasty.,0,1,0,0
24197,110,1,2016-04-10,This is the second time I have come to the Arby's on Valencia road in Tucson Arizona. The woman working the drive thru is the rudest person I have ever encountered. Last time I let it go this time she cut us off and wouldn't let us finish our order. When I asked for the manager he looked at me like was speaking a langue he didn't understand. He did not apologize at all. We will never return!!! Such horrible customer service!,0,1,0,0
24198,106,5,2019-04-15,"I have been here multiple times and I absolutely adore the burgers, fries, and the milkshakes are amazing! While you wait for your order, you can help yourself to some peanuts! The customer service is exceptional and the staff are so helpful and friendly every time I go in! The restaurant is so clean and welcoming. If anyone wants an exceptional burger and amazing fries. PLEASE! Give this place a chance!",1,0,0,0
24199,94,1,2019-03-26,Just went there twice in 2months and they still forget my stuff. Always end up forgetting stuff and over paying. I was thinking it's just an accident but it's continue to happen. Remember to look to see if you got your order if they're to (high) to even notice.,0,1,0,0
24200,96,1,2018-05-13,"ABSOLUTELY ATROCIOUS. Takes forever to get food and it's almost always cold...I'm actually surprised when I check my order and see that it's right. What's so hard about chicken strips and gravy with a Dr. Pepper?! 
The other DQ a few miles away makes this one look like something the fell out of my dogs ass...10/10 recommend that you never go here",1,0,0,0
24201,92,3,2018-11-25,"My son and I have visited several times.  They have well priced items.  For fast food, the breakfast and lunch/dinner items taste good.  The staff is always friendly and service is fairly quick.  I've only used the drive through so I can't comment on cleanliness or inside service.",1,0,0,0
24202,93,5,2019-05-14,"This is 10/10 the BEST Taco Bell I've ever been to. Food is hot and fast, clean bathrooms and exceptionally nice employees!!",1,0,0,0
24203,99,5,2019-03-08,Love this location!! Drive through line is always long but it moves super fast! Great customer service & food is always fresh & hot! Thankful this is right in between work & home!,1,0,0,0
24204,97,4,2019-03-30,"I really like a lot of their sandwiches but lately I've been getting the Mediterranean sandwich with chicken. It's definitely the only place I can get a sandwich like this. 

Instead of mayonnaise on the bread they use hummus for this sandwich. I've never really thought about using hummus that way but it works. Gives the sandwich moisture but not a lot of fat.

The only thing I don't like on this sandwich that comes with it and are the artichoke hearts. They always seem kind of chewy and so I just leave them off.

For extras I always get lettuce and tomato and of course the hot peppers! To me the hot peppers aren't very spicy and they add the right amount of kick to the sandwich. 

If I'm really hungry I get it big!",1,0,0,0
24205,95,5,2017-08-26,"Well run chic-fil-a like most others. Keep up the good work, hire well, and stay privately owned.",1,0,0,0
24206,97,3,2019-01-13,"This place was pretty much a hit or miss kind of a situation. I tried their seasonal turducken sandwhich and it was amazingly flavorful! It was well seasoned and had that salty and sweet combination dancing on my taste buds. Unfortunately, their other sandwiches did not meet up to this yummy, limited time beauty's standards. The Mediterranean was pretty disappointing flavor-wise and so was the philly cheese steak. Both were dry and not really wowing enough for me to come back. The secret menu sandwhich called ""Fireball"" made up for these lackies, though! It was tasty, zesty, savory, tangy, and had that right amount of kick. Would I go back for it? Maybe. In regards to their smoothies and/or shakes try the secret menu item called ""cookie collision."" Honestly, you can't really go wrong with blended up Oreos with butter cookies! Other than that the berry ones are okay, but if I were to choose, I'd go with the oreo one hands down.",1,0,0,0
24207,100,1,2019-03-04,"I'm sad to say I go to this Chipotle almost every Friday night for the last 3 to 4 months. I've been a long time customer of Chipotle because I like that it semi healthy. Unfortunately, they're always goofing off in there and never taking things seriously. I've been in there when they're out of vegetables multiple times or meat. Basically they give you the feeling they don't care. They did have a manager that I felt was promising ,he has a good attitude but seems to not be able to ring in the employees poor attitudes and poor work ethic. They charge us the same price but give us very bad quality. I would say out of 10 visits eight of them ,they were out of something. So I find myself waiting to hope they'll cook it or get it ready, sometimes they do and sometimes they do. I was beyond patient to see if they can work the Kinks out but I feel I will not ever go to Chipotle's again.",0,1,0,0
24208,98,3,2018-06-23,"We just moved to Florida and saw this Jersey Mikes. I thought, it MUST have quicker service than the one by our old house in CA (nope...). The staff was SUPER nice, but not quick. Turkey sandwiches all around were good and yes we will go back, but at a time when we are not in a hurry.",1,0,0,0
24209,98,2,2019-03-31,"Seems to be the busiest Mike's in the area, they need more hands on deck. Love Jersey Mike's, but this one delivered an epic fail on our most recent order. Maybe stay away from this location for a month so they can right the ship. Chipotle Philly cheese + stickball complete with dry bread. Service is very friendly though",1,0,0,0
24210,97,4,2016-08-29,"I like a sandwich made with a roll that is soft on the inside and has a slightly toasted crunch on the outside. Soft enough to chew that you're not gnawing on a hunk of bread like a squirrel. The sandwiches here are good like that; no squirrel-like behavior. I got the turkey swiss, with ""everything"" on it except hot peppers and pickles, which included lettuce, onion, tomato, mayo, mustard, salt and pepper, oil and vinegar. What I love about these sandwiches is that they are all toasted, so every bite is both warm and cool.

Here is what I hope they work on: I had to tell my order to the person getting my bread, then I took two steps over and told my order to the person adding my meat and toppings, then I took another two steps over and told my order to the person ringing me up. Literally, I had to recite my order three times to three different people who were all standing next to each other. You're probably rolling your eyes and going, ""First-world problems,"" but it's really annoying. All this talking would be completely unnecessary if they would just come up with a system to get everyone behind the counter on the same page about the orders.

Other than that, I like their sandwiches, and they have a large selection of chips. The inside of the restaurant is clean and new still, with lots of tables.",1,0,0,0
24211,95,4,2017-09-22,"This Chick-fil-A is AWESOME. Am a huge fan. Tasty food, clean location. 

Just wish they were a touch faster, seems like 3 minutes slower than your average Chick-Fil-A? But regardless. Love it.",1,0,0,0
24212,102,2,2016-07-09,Excellent food but crappy customer service and lunch specials are like dinner specials price the same,0,1,0,0
24213,99,5,2018-10-09,"This is the closest location near my house, and I frequent it often. The inside is always very clean and everyone working is always very friendly. The drive thru, is guaranteed to be a wait so I'd suggest just going inside and ordering.",1,0,0,0
24214,93,5,2018-06-09,So I don't really go inside a lot but contrary to other fast food places my order is ALWAYS correct and the food is always good and their health score is a 99 our of 100 so I don't care about how clean the bathrooms are Or about the trash cans I just care about the food tastes and it's always tasted good,1,0,0,0
24215,93,2,2018-11-21,I come to this location often why not sure. But today is last time. Waited 15min for FAST FOOD .. Server behind counter..not 1 smile not 1 hello not 1 thank you.. I understand you HATE your job but let's remember you came in here and asked. Just saying I too work in food industry and this would not be tolerated nor allowed. But again this is good ole America,1,0,0,0
24216,97,5,2018-07-12,"I love sandwiches and Potbelly is a favorite place. It's on the regular lunch rotation at work and I always try to go along when it is Potbelly day. 
Parking can be a little crazy at lunch time, but we car pool and can get in and out without much issues. We rarely stay to eat, but they do have a fair amount of tables and I have noticed they often have had live music. 
My current favorite is the turkey club. The turkey is hand carved and it comes with the best bacon. I love a hot sandwich and Pot Belly is one of the best around. 
I have the app and have earned free cookies. The cookies are great. The brownie one is the best and I also like the dream bars. They say they aren't baked in house, but they are all super fresh so they can't come from far. 
If you want a quality sandwich or even a salad go to Potbelly. You won't regret it.",1,0,0,0
24217,100,2,2019-03-28,"I love chipotle, however, it is disappointing how slow their service is at this location.  Where are the hard working Mexicans?  Come on chipotle, you are LOOSING business.  People don't have 50 min to stay in line waiting for food.  I get a 30 lunch break and I just cannot go into this location if there's an actual line.  The staff move as slow as can be.",1,0,0,0
24218,94,1,2019-06-25,"Who's in charge of this location? On June 24 AND June 25th I was left sitting at the drive thru endlessly waiting for someone to take my order! I say hello over and over... nothing! No response at all. I tried to wait it out after watching car after car drive off and still nothing. No one waiting at the windows, no real customers inside so they aren't busy they're just ignoring customers!!! I thought it was a fluke and went back the next day at another time and guess what.. exactly the same thing!?!? This happened at 6:45pm on the 24th and 5:00pm on 25th so I'm thinking there's a serious management issue at this location. Get these people some training!! Won't be back",0,1,0,0
24219,94,1,2019-10-15,Very rude staff in the drive thru. I know it's Taco Bell so I guess you shouldn't expect good service.  I should have spent the time towards a visit to Chick fil A.,0,1,0,0
24220,100,2,2019-04-23,"Pretty disappointing experience. I came in an hour before close, which is a time that I realize employees may be winding down. However, this is one of several recent visits when a lot of food was unprepared (brown rice and veggies) or I was told that they were out of many items all together(guacamole). The front of house was also noticeably messy, which I found surprising considering the number of employees working at the time.",0,0,0,1
24221,96,1,2018-04-14,"I drove through the drive thru yesterday around 2. I waited almost 15 minutes with one car in front of me. When I finally had my turn to get my burger the guy working took my money. Not a single word about the wait. Then I waited AGAIN for a burger and if I could have just left I would have but had paid. Finally the ""employee"" returned and handed me the bag. That's all. So I said sorry about the wait?  He snapped. Talked about three people this and that. I drove off and heard him slam the drive they window. He should be ashamed and as a new restaraunt the management should be as well. I mean read these reviews...horrible. PS my order wasn't even CLOSE to being right.",0,1,0,0
24222,99,4,2018-11-29,The drive through line is always super long. I went inside today and was super impressed with the service speed! I waited 3-4 minutes to order and then after that it was only a minute or so to get my food! I'll be going inside more often.,1,0,0,0
24223,99,3,2019-05-09,"Decent chick-fil-a.

I ordered chicken minis and they were destroyed in the box. 

The drive through is a pain, going inside isn't that bad, but it's not convenient.

Hard to get out of the parking lot if turning left.",0,1,0,0
24224,94,1,2019-07-10,"This place gave me food poisoning!!! Typically when I have Taco Bell, I don't have as bad of an upset stomach, but this time did it for me. The food was not hot and the poisoning is killing me. I advise everyone to choke what they order very carefully if they come to this Taco Bell.",0,1,0,0
24225,96,1,2019-08-17,"After multiple attempts to give this place a chance I will no longer give this location my business. I have never ordered anything other than ice cream from the menu here. However, after long waits and receiving incorrect orders at each visit that deterred me from ever wanting to even try anything else.",0,1,0,0
